"Machines > Bridgeport Mill 3 > Spindle > X-Axial > Temperature",,,,,"Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Damage Accumulation",,,,,"Machines > Bridgeport Mill 3 > Spindle > X-Axial > Peak Velocity",,,,,"Machines > Bridgeport Mill 3 > Spindle > X-Axial > RMS Velocity",,,,,"Machines > Bridgeport Mill 3 > Spindle > X-Axial > Damage Accumulation",,,,,"Machines > Bridgeport Mill 3 > Spindle > X-Axial > Peak Acceleration",,,,,"Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Peak Acceleration",,,,,"Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Peak Velocity",,,,,"Machines > Bridgeport Mill 3 > Spindle > Y-Radial > RMS Velocity",,,,,"Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Temperature",,,,,
Time (UTC), Avg(ChrW(186)F), Min(°F), Max(°F),,Time (UTC), Avg(Damage), Min(Damage), Max(Damage),,Time (UTC), Avg(in/sec), Min(in/sec), Max(in/sec),,Time (UTC), Avg(in/sec), Min(in/sec), Max(in/sec),,Time (UTC), Avg(Damage), Min(Damage), Max(Damage),,Time (UTC), Avg(g), Min(g), Max(g),,Time (UTC), Avg(g), Min(g), Max(g),,Time (UTC), Avg(in/sec), Min(in/sec), Max(in/sec),,Time (UTC), Avg(in/sec), Min(in/sec), Max(in/sec),,Time (UTC), Avg(°F), Min(°F), Max(°F),,
02/17/2020 19:09:34,63.1199897766113,63.1199897766113,63.1199897766113,,02/17/2020 19:29:19,1.0112491,1.0112491,1.0112491,,02/17/2020 19:29:18,0.0196416,0.0196416,0.0196416,,02/17/2020 19:29:18,0.0055667,0.0055667,0.0055667,,02/17/2020 19:29:18,0.9886027,0.9886027,0.9886027,,02/17/2020 19:29:18,0.0441751,0.0441751,0.0441751,,02/17/2020 19:29:19,0.0451285,0.0451285,0.0451285,,02/17/2020 19:29:19,0.0189605,0.0189605,0.0189605,,02/17/2020 19:29:19,0.0052737,0.0052737,0.0052737,,02/17/2020 19:09:34,63.1199897766113,63.1199897766113,63.1199897766113,,
02/17/2020 19:19:34,63.1199897766113,63.1199897766113,63.1199897766113,,02/17/2020 19:39:11,1.0361215,1.0361215,1.0361215,,02/17/2020 19:39:10,0.0199238,0.0199238,0.0199238,,02/17/2020 19:39:10,0.0058237,0.0058237,0.0058237,,02/17/2020 19:39:10,0.9688687,0.9688687,0.9688687,,02/17/2020 19:39:10,0.0442378,0.0442378,0.0442378,,02/17/2020 19:39:11,0.0436802,0.0436802,0.0436802,,02/17/2020 19:39:11,0.012874,0.012874,0.012874,,02/17/2020 19:39:11,0.0046889,0.0046889,0.0046889,,02/17/2020 19:19:34,63.1199897766113,63.1199897766113,63.1199897766113,,
02/17/2020 19:19:52,63.0833332061768,63.0833332061768,63.0833332061768,,02/17/2020 19:49:03,1.0215976,1.0215976,1.0215976,,02/17/2020 19:49:02,0.0154506,0.0154506,0.0154506,,02/17/2020 19:49:02,0.0051954,0.0051954,0.0051954,,02/17/2020 19:49:02,0.9982087,0.9982087,0.9982087,,02/17/2020 19:49:02,0.0475321,0.0475321,0.0475321,,02/17/2020 19:49:03,0.047212,0.047212,0.047212,,02/17/2020 19:49:03,0.0128236,0.0128236,0.0128236,,02/17/2020 19:49:03,0.0050795,0.0050795,0.0050795,,02/17/2020 19:19:52,63.0833332061768,63.0833332061768,63.0833332061768,,
02/17/2020 19:29:34,63.1199897766113,63.1199897766113,63.1199897766113,,02/17/2020 19:58:55,1.0676547,1.0676547,1.0676547,,02/17/2020 19:58:54,0.02081,0.02081,0.02081,,02/17/2020 19:58:54,0.0055763,0.0055763,0.0055763,,02/17/2020 19:58:54,0.9966843,0.9966843,0.9966843,,02/17/2020 19:58:54,0.0526783,0.0526783,0.0526783,,02/17/2020 19:58:55,0.0408403,0.0408403,0.0408403,,02/17/2020 19:58:55,0.0147256,0.0147256,0.0147256,,02/17/2020 19:58:55,0.0045126,0.0045126,0.0045126,,02/17/2020 19:29:34,63.1199897766113,63.1199897766113,63.1199897766113,,
02/17/2020 19:29:55,63.0466766357422,63.0466766357422,63.0466766357422,,02/17/2020 20:08:47,1.04783,1.04783,1.04783,,02/17/2020 20:08:46,0.0127876,0.0127876,0.0127876,,02/17/2020 20:08:46,0.004473,0.004473,0.004473,,02/17/2020 20:08:46,0.9948675,0.9948675,0.9948675,,02/17/2020 20:08:46,0.0517551,0.0517551,0.0517551,,02/17/2020 20:08:47,0.0471187,0.0471187,0.0471187,,02/17/2020 20:08:47,0.0136119,0.0136119,0.0136119,,02/17/2020 20:08:47,0.005463,0.005463,0.005463,,02/17/2020 19:29:55,63.0466766357422,63.0466766357422,63.0466766357422,,
02/17/2020 19:39:34,63.1199897766113,63.1199897766113,63.1199897766113,,02/17/2020 20:19:38,1.0212879,1.0212879,1.0212879,,02/17/2020 20:19:37,0.0202551,0.0202551,0.0202551,,02/17/2020 20:19:37,0.005419,0.005419,0.005419,,02/17/2020 20:19:37,0.9877048,0.9877048,0.9877048,,02/17/2020 20:19:37,0.0505266,0.0505266,0.0505266,,02/17/2020 20:19:38,0.0466227,0.0466227,0.0466227,,02/17/2020 20:19:38,0.0142361,0.0142361,0.0142361,,02/17/2020 20:19:38,0.0054261,0.0054261,0.0054261,,02/17/2020 19:39:34,63.1199897766113,63.1199897766113,63.1199897766113,,
02/17/2020 19:39:56,63.5600196838379,63.5600196838379,63.5600196838379,,02/17/2020 20:29:29,1.0389396,1.0389396,1.0389396,,02/17/2020 20:29:28,0.01236,0.01236,0.01236,,02/17/2020 20:29:28,0.0045121,0.0045121,0.0045121,,02/17/2020 20:29:28,1.0144763,1.0144763,1.0144763,,02/17/2020 20:29:28,0.0582166,0.0582166,0.0582166,,02/17/2020 20:29:29,0.0435126,0.0435126,0.0435126,,02/17/2020 20:29:29,0.0138266,0.0138266,0.0138266,,02/17/2020 20:29:29,0.0044934,0.0044934,0.0044934,,02/17/2020 19:39:56,63.5600196838379,63.5600196838379,63.5600196838379,,
02/17/2020 19:49:01,63.4499984741211,63.4499984741211,63.4499984741211,,02/17/2020 20:39:21,1.0111717,1.0111717,1.0111717,,02/17/2020 20:39:20,0.0220429,0.0220429,0.0220429,,02/17/2020 20:39:20,0.0058506,0.0058506,0.0058506,,02/17/2020 20:39:20,1.0057056,1.0057056,1.0057056,,02/17/2020 20:39:20,0.0490357,0.0490357,0.0490357,,02/17/2020 20:39:21,0.0443008,0.0443008,0.0443008,,02/17/2020 20:39:21,0.0118528,0.0118528,0.0118528,,02/17/2020 20:39:21,0.0035833,0.0035833,0.0035833,,02/17/2020 19:49:01,63.4499984741211,63.4499984741211,63.4499984741211,,
02/17/2020 19:59:00,63.5050090789795,63.4499984741211,63.5600196838379,,02/17/2020 20:49:13,1.0161395,1.0161395,1.0161395,,02/17/2020 20:49:12,0.0160099,0.0160099,0.0160099,,02/17/2020 20:49:12,0.0051382,0.0051382,0.0051382,,02/17/2020 20:49:12,0.9780988,0.9780988,0.9780988,,02/17/2020 20:49:12,0.0486132,0.0486132,0.0486132,,02/17/2020 20:49:13,0.0505914,0.0505914,0.0505914,,02/17/2020 20:49:13,0.0183454,0.0183454,0.0183454,,02/17/2020 20:49:13,0.0047886,0.0047886,0.0047886,,02/17/2020 19:59:00,63.5050090789795,63.4499984741211,63.5600196838379,,
02/17/2020 20:09:02,63.376685333252,63.376685333252,63.376685333252,,02/17/2020 20:59:05,1.0391125,1.0391125,1.0391125,,02/17/2020 20:59:04,0.0174173,0.0174173,0.0174173,,02/17/2020 20:59:04,0.0057193,0.0057193,0.0057193,,02/17/2020 20:59:04,1.0024688,1.0024688,1.0024688,,02/17/2020 20:59:04,0.0458578,0.0458578,0.0458578,,02/17/2020 20:59:05,0.0426715,0.0426715,0.0426715,,02/17/2020 20:59:05,0.0141374,0.0141374,0.0141374,,02/17/2020 20:59:05,0.0047343,0.0047343,0.0047343,,02/17/2020 20:09:02,63.376685333252,63.376685333252,63.376685333252,,
02/17/2020 20:20:04,63.633332824707,63.633332824707,63.633332824707,,02/17/2020 21:08:57,1.0404648,1.0404648,1.0404648,,02/17/2020 21:08:56,0.0199945,0.0199945,0.0199945,,02/17/2020 21:08:56,0.0050913,0.0050913,0.0050913,,02/17/2020 21:08:56,0.9921737,0.9921737,0.9921737,,02/17/2020 21:08:56,0.0459903,0.0459903,0.0459903,,02/17/2020 21:08:57,0.0429532,0.0429532,0.0429532,,02/17/2020 21:08:57,0.0117748,0.0117748,0.0117748,,02/17/2020 21:08:57,0.0038531,0.0038531,0.0038531,,02/17/2020 20:20:04,63.633332824707,63.633332824707,63.633332824707,,
02/17/2020 20:40:09,63.4133419036865,63.4133419036865,63.4133419036865,,02/17/2020 21:18:48,1.0487358,1.0487358,1.0487358,,02/17/2020 21:18:47,0.0192802,0.0192802,0.0192802,,02/17/2020 21:18:47,0.0058915,0.0058915,0.0058915,,02/17/2020 21:18:47,0.985533,0.985533,0.985533,,02/17/2020 21:18:47,0.0598546,0.0598546,0.0598546,,02/17/2020 21:18:48,0.0446644,0.0446644,0.0446644,,02/17/2020 21:18:48,0.0163407,0.0163407,0.0163407,,02/17/2020 21:18:48,0.004761,0.004761,0.004761,,02/17/2020 20:40:09,63.4133419036865,63.4133419036865,63.4133419036865,,
02/17/2020 20:50:11,63.4866584777832,63.4866584777832,63.4866584777832,,02/17/2020 21:29:39,1.0269189,1.0269189,1.0269189,,02/17/2020 21:29:38,0.0198301,0.0198301,0.0198301,,02/17/2020 21:29:38,0.0057477,0.0057477,0.0057477,,02/17/2020 21:29:38,0.9793309,0.9793309,0.9793309,,02/17/2020 21:29:38,0.0496281,0.0496281,0.0496281,,02/17/2020 21:29:39,0.0462574,0.0462574,0.0462574,,02/17/2020 21:29:39,0.0179296,0.0179296,0.0179296,,02/17/2020 21:29:39,0.0055078,0.0055078,0.0055078,,02/17/2020 20:50:11,63.4866584777832,63.4866584777832,63.4866584777832,,
02/17/2020 20:59:13,63.3399841308594,63.3399841308594,63.3399841308594,,02/17/2020 21:39:31,1.0480494,1.0480494,1.0480494,,02/17/2020 21:39:30,0.0186961,0.0186961,0.0186961,,02/17/2020 21:39:30,0.0061513,0.0061513,0.0061513,,02/17/2020 21:39:30,1.0037426,1.0037426,1.0037426,,02/17/2020 21:39:30,0.0445823,0.0445823,0.0445823,,02/17/2020 21:39:31,0.0458114,0.0458114,0.0458114,,02/17/2020 21:39:31,0.0149835,0.0149835,0.0149835,,02/17/2020 21:39:31,0.0053057,0.0053057,0.0053057,,02/17/2020 20:59:13,63.3399841308594,63.3399841308594,63.3399841308594,,
02/17/2020 21:08:55,63.193350982666,63.193350982666,63.193350982666,,02/17/2020 21:49:22,1.037097,1.037097,1.037097,,02/17/2020 21:49:21,0.0138727,0.0138727,0.0138727,,02/17/2020 21:49:21,0.0047565,0.0047565,0.0047565,,02/17/2020 21:49:21,0.9987517,0.9987517,0.9987517,,02/17/2020 21:49:21,0.0556389,0.0556389,0.0556389,,02/17/2020 21:49:22,0.0438218,0.0438218,0.0438218,,02/17/2020 21:49:22,0.0144682,0.0144682,0.0144682,,02/17/2020 21:49:22,0.0046016,0.0046016,0.0046016,,02/17/2020 21:08:55,63.193350982666,63.193350982666,63.193350982666,,
02/17/2020 21:18:55,63.193350982666,63.193350982666,63.193350982666,,02/17/2020 21:59:14,1.014044,1.014044,1.014044,,02/17/2020 21:59:13,0.0144729,0.0144729,0.0144729,,02/17/2020 21:59:13,0.0047116,0.0047116,0.0047116,,02/17/2020 21:59:13,0.9811268,0.9811268,0.9811268,,02/17/2020 21:59:13,0.0478865,0.0478865,0.0478865,,02/17/2020 21:59:14,0.0396292,0.0396292,0.0396292,,02/17/2020 21:59:14,0.0160221,0.0160221,0.0160221,,02/17/2020 21:59:14,0.0049753,0.0049753,0.0049753,,02/17/2020 21:18:55,63.193350982666,63.193350982666,63.193350982666,,
02/17/2020 21:19:18,63.3399841308594,63.3399841308594,63.3399841308594,,02/17/2020 22:09:05,1.043781,1.043781,1.043781,,02/17/2020 22:09:05,0.0156987,0.0156987,0.0156987,,02/17/2020 22:09:05,0.0053216,0.0053216,0.0053216,,02/17/2020 22:09:05,1.0107174,1.0107174,1.0107174,,02/17/2020 22:09:05,0.0442668,0.0442668,0.0442668,,02/17/2020 22:09:05,0.048479,0.048479,0.048479,,02/17/2020 22:09:05,0.0140881,0.0140881,0.0140881,,02/17/2020 22:09:05,0.0043584,0.0043584,0.0043584,,02/17/2020 21:19:18,63.3399841308594,63.3399841308594,63.3399841308594,,
02/17/2020 21:30:21,63.4499984741211,63.4499984741211,63.4499984741211,,02/17/2020 22:18:58,1.0413938,1.0413938,1.0413938,,02/17/2020 22:18:57,0.0163658,0.0163658,0.0163658,,02/17/2020 22:18:57,0.005003,0.005003,0.005003,,02/17/2020 22:18:57,0.994429,0.994429,0.994429,,02/17/2020 22:18:57,0.0518416,0.0518416,0.0518416,,02/17/2020 22:18:58,0.046521,0.046521,0.046521,,02/17/2020 22:18:58,0.0154139,0.0154139,0.0154139,,02/17/2020 22:18:58,0.0049087,0.0049087,0.0049087,,02/17/2020 21:30:21,63.4499984741211,63.4499984741211,63.4499984741211,,
02/17/2020 21:40:24,63.2300109863281,63.2300109863281,63.2300109863281,,02/17/2020 22:28:49,1.0432803,1.0432803,1.0432803,,02/17/2020 22:28:48,0.0167068,0.0167068,0.0167068,,02/17/2020 22:28:48,0.0047805,0.0047805,0.0047805,,02/17/2020 22:28:48,1.001717,1.001717,1.001717,,02/17/2020 22:28:48,0.0521391,0.0521391,0.0521391,,02/17/2020 22:28:49,0.0524213,0.0524213,0.0524213,,02/17/2020 22:28:49,0.0149842,0.0149842,0.0149842,,02/17/2020 22:28:49,0.0048699,0.0048699,0.0048699,,02/17/2020 21:40:24,63.2300109863281,63.2300109863281,63.2300109863281,,
02/17/2020 21:49:25,63.4499984741211,63.4499984741211,63.4499984741211,,02/17/2020 22:39:39,1.0392364,1.0392364,1.0392364,,02/17/2020 22:39:38,0.0184612,0.0184612,0.0184612,,02/17/2020 22:39:38,0.0057993,0.0057993,0.0057993,,02/17/2020 22:39:38,1.0100283,1.0100283,1.0100283,,02/17/2020 22:39:38,0.0601231,0.0601231,0.0601231,,02/17/2020 22:39:39,0.0446621,0.0446621,0.0446621,,02/17/2020 22:39:39,0.0156006,0.0156006,0.0156006,,02/17/2020 22:39:39,0.0047203,0.0047203,0.0047203,,02/17/2020 21:49:25,63.4499984741211,63.4499984741211,63.4499984741211,,
02/17/2020 21:59:27,63.7800071716309,63.7800071716309,63.7800071716309,,02/17/2020 22:49:31,1.0529888,1.0529888,1.0529888,,02/17/2020 22:49:30,0.0173755,0.0173755,0.0173755,,02/17/2020 22:49:30,0.0050554,0.0050554,0.0050554,,02/17/2020 22:49:30,0.9733793,0.9733793,0.9733793,,02/17/2020 22:49:30,0.0498432,0.0498432,0.0498432,,02/17/2020 22:49:31,0.0453108,0.0453108,0.0453108,,02/17/2020 22:49:31,0.0170197,0.0170197,0.0170197,,02/17/2020 22:49:31,0.0046493,0.0046493,0.0046493,,02/17/2020 21:59:27,63.7800071716309,63.7800071716309,63.7800071716309,,
02/17/2020 22:09:04,63.376685333252,63.376685333252,63.376685333252,,02/17/2020 22:59:22,1.0063097,1.0063097,1.0063097,,02/17/2020 22:59:21,0.0137377,0.0137377,0.0137377,,02/17/2020 22:59:21,0.0048485,0.0048485,0.0048485,,02/17/2020 22:59:21,0.9797694,0.9797694,0.9797694,,02/17/2020 22:59:21,0.0468653,0.0468653,0.0468653,,02/17/2020 22:59:22,0.0434043,0.0434043,0.0434043,,02/17/2020 22:59:22,0.0156447,0.0156447,0.0156447,,02/17/2020 22:59:22,0.0053115,0.0053115,0.0053115,,02/17/2020 22:09:04,63.376685333252,63.376685333252,63.376685333252,,
02/17/2020 22:19:04,63.376685333252,63.376685333252,63.376685333252,,02/17/2020 23:09:13,1.0515126,1.0515126,1.0515126,,02/17/2020 23:09:12,0.0164266,0.0164266,0.0164266,,02/17/2020 23:09:12,0.0052499,0.0052499,0.0052499,,02/17/2020 23:09:12,0.9783494,0.9783494,0.9783494,,02/17/2020 23:09:12,0.0451624,0.0451624,0.0451624,,02/17/2020 23:09:13,0.0476694,0.0476694,0.0476694,,02/17/2020 23:09:13,0.0141256,0.0141256,0.0141256,,02/17/2020 23:09:13,0.0049911,0.0049911,0.0049911,,02/17/2020 22:19:04,63.376685333252,63.376685333252,63.376685333252,,
02/17/2020 22:19:33,63.5966762542725,63.5966762542725,63.5966762542725,,02/17/2020 23:19:05,1.0556882,1.0556882,1.0556882,,02/17/2020 23:19:04,0.0143238,0.0143238,0.0143238,,02/17/2020 23:19:04,0.0051013,0.0051013,0.0051013,,02/17/2020 23:19:04,0.978767,0.978767,0.978767,,02/17/2020 23:19:04,0.064161,0.064161,0.064161,,02/17/2020 23:19:05,0.0415215,0.0415215,0.0415215,,02/17/2020 23:19:05,0.0145058,0.0145058,0.0145058,,02/17/2020 23:19:05,0.0044964,0.0044964,0.0044964,,02/17/2020 22:19:33,63.5966762542725,63.5966762542725,63.5966762542725,,
02/17/2020 22:29:35,63.633332824707,63.633332824707,63.633332824707,,02/17/2020 23:28:58,1.0530868,1.0530868,1.0530868,,02/17/2020 23:28:57,0.015011,0.015011,0.015011,,02/17/2020 23:28:57,0.0050418,0.0050418,0.0050418,,02/17/2020 23:28:57,0.9937816,0.9937816,0.9937816,,02/17/2020 23:28:57,0.0520655,0.0520655,0.0520655,,02/17/2020 23:28:58,0.0449688,0.0449688,0.0449688,,02/17/2020 23:28:58,0.0142589,0.0142589,0.0142589,,02/17/2020 23:28:58,0.0043091,0.0043091,0.0043091,,02/17/2020 22:29:35,63.633332824707,63.633332824707,63.633332824707,,
02/17/2020 22:40:35,64.1833358764648,64.1833358764648,64.1833358764648,,02/17/2020 23:38:50,1.0283796,1.0283796,1.0283796,,02/17/2020 23:38:49,0.014007,0.014007,0.014007,,02/17/2020 23:38:49,0.0044583,0.0044583,0.0044583,,02/17/2020 23:38:49,0.9788714,0.9788714,0.9788714,,02/17/2020 23:38:49,0.0408432,0.0408432,0.0408432,,02/17/2020 23:38:50,0.0428167,0.0428167,0.0428167,,02/17/2020 23:38:50,0.0129215,0.0129215,0.0129215,,02/17/2020 23:38:50,0.0042913,0.0042913,0.0042913,,02/17/2020 22:40:35,64.1833358764648,64.1833358764648,64.1833358764648,,
02/17/2020 22:49:37,64.1466758728027,64.1466758728027,64.1466758728027,,02/17/2020 23:48:42,1.0327306,1.0327306,1.0327306,,02/17/2020 23:48:41,0.0182485,0.0182485,0.0182485,,02/17/2020 23:48:41,0.0062041,0.0062041,0.0062041,,02/17/2020 23:48:41,0.9864936,0.9864936,0.9864936,,02/17/2020 23:48:41,0.0459327,0.0459327,0.0459327,,02/17/2020 23:48:42,0.0392911,0.0392911,0.0392911,,02/17/2020 23:48:42,0.0175286,0.0175286,0.0175286,,02/17/2020 23:48:42,0.0048012,0.0048012,0.0048012,,02/17/2020 22:49:37,64.1466758728027,64.1466758728027,64.1466758728027,,
02/17/2020 22:59:39,64.2933502197266,64.2933502197266,64.2933502197266,,02/17/2020 23:59:34,1.0430687,1.0430687,1.0430687,,02/17/2020 23:59:33,0.016884,0.016884,0.016884,,02/17/2020 23:59:33,0.0050152,0.0050152,0.0050152,,02/17/2020 23:59:33,1.0149774,1.0149774,1.0149774,,02/17/2020 23:59:33,0.0477861,0.0477861,0.0477861,,02/17/2020 23:59:34,0.0415933,0.0415933,0.0415933,,02/17/2020 23:59:34,0.0167451,0.0167451,0.0167451,,02/17/2020 23:59:34,0.006032,0.006032,0.006032,,02/17/2020 22:59:39,64.2933502197266,64.2933502197266,64.2933502197266,,
